LOT_ID,Model,Machine,Defect,Delam_Panel_Count,Yield,Violation_Count,Abnormal_LOT
LOT000113,MODEL_B,PRESS_03,Normal,0,99.36,0,False
LOT000114,MODEL_B,PRESS_01,Normal,0,98.02,0,False
LOT000115,MODEL_B,PRESS_01,Normal,0,97.57,0,False
LOT000116,MODEL_B,PRESS_01,Normal,0,99.14,0,False
LOT000117,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT000118,MODEL_A,PRESS_02,Normal,0,97.77,0,False
LOT000119,MODEL_A,PRESS_03,Normal,0,98.48,0,False
LOT000120,MODEL_A,PRESS_01,Normal,0,98.22,0,False
LOT000121,MODEL_B,PRESS_03,Delamination,1,0.0,1,True
LOT000122,MODEL_C,PRESS_02,Normal,0,98.8,0,False
LOT000123,MODEL_B,PRESS_02,Normal,0,98.7,0,False
LOT000124,MODEL_B,PRESS_03,Normal,0,98.77,0,False
LOT000125,MODEL_C,PRESS_01,Normal,0,98.54,0,False
LOT000126,MODEL_B,PRESS_03,Normal,0,97.2,0,False
LOT000127,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT000128,MODEL_C,PRESS_02,Normal,0,97.54,0,False
LOT000129,MODEL_B,PRESS_03,Normal,0,97.94,0,False
LOT000130,MODEL_B,PRESS_02,Normal,0,97.95,0,False
LOT000131,MODEL_B,PRESS_01,Normal,0,98.84,0,False
LOT000132,MODEL_B,PRESS_02,Normal,0,97.19,0,False
LOT000133,MODEL_A,PRESS_02,Normal,0,98.3,0,False
LOT000134,MODEL_B,PRESS_01,Normal,0,98.37,0,False
LOT000135,MODEL_C,PRESS_03,Normal,0,98.98,0,False
LOT000136,MODEL_A,PRESS_01,Normal,0,98.51,0,False
LOT000137,MODEL_B,PRESS_02,Normal,0,98.82,0,False
LOT000138,MODEL_A,PRESS_02,Normal,0,98.52,0,False
LOT000139,MODEL_B,PRESS_01,Normal,0,99.64,0,False
LOT000140,MODEL_B,PRESS_03,Normal,0,98.14,0,False
LOT000141,MODEL_C,PRESS_02,Normal,0,100.0,0,False
LOT000142,MODEL_A,PRESS_01,Normal,0,98.05,0,False
LOT000143,MODEL_A,PRESS_02,Normal,0,98.99,0,False
LOT000144,MODEL_B,PRESS_02,Normal,0,99.51,0,False
LOT000145,MODEL_C,PRESS_02,Normal,0,98.31,0,False
LOT000146,MODEL_C,PRESS_03,Delamination,1,0.0,1,True
LOT000147,MODEL_A,PRESS_02,Normal,0,97.5,0,False
LOT000148,MODEL_A,PRESS_03,Normal,0,100.0,0,False
LOT000149,MODEL_C,PRESS_02,Normal,0,98.3,0,False
LOT000150,MODEL_A,PRESS_02,Normal,0,99.45,0,False
LOT000151,MODEL_C,PRESS_01,Normal,0,97.96,0,False
LOT000152,MODEL_A,PRESS_02,Normal,0,97.48,0,False
LOT000153,MODEL_C,PRESS_01,Normal,0,98.02,0,False
LOT000154,MODEL_A,PRESS_03,Normal,0,98.59,0,False
LOT000155,MODEL_B,PRESS_03,Normal,0,98.55,0,False
LOT000156,MODEL_B,PRESS_03,Normal,0,98.01,0,False
LOT000157,MODEL_A,PRESS_03,Normal,0,98.15,0,False
LOT000158,MODEL_B,PRESS_01,Normal,0,98.57,0,False
LOT000159,MODEL_B,PRESS_01,Normal,0,97.92,0,False
LOT000160,MODEL_C,PRESS_03,Normal,0,98.15,0,False
LOT000161,MODEL_C,PRESS_02,Normal,0,97.72,0,False
LOT000162,MODEL_B,PRESS_01,Normal,0,99.03,0,False
LOT000163,MODEL_B,PRESS_01,Normal,0,97.56,0,False
LOT000164,MODEL_B,PRESS_03,Normal,0,98.27,0,False
LOT000165,MODEL_B,PRESS_02,Normal,0,98.86,0,False
LOT000166,MODEL_C,PRESS_01,Normal,0,98.91,0,False
LOT000167,MODEL_A,PRESS_03,Normal,0,97.69,0,False
LOT000168,MODEL_A,PRESS_01,Normal,0,99.03,0,False
LOT000169,MODEL_B,PRESS_02,Delamination,2,0.0,1,True
LOT000170,MODEL_A,PRESS_01,Normal,0,98.96,0,False
LOT000171,MODEL_A,PRESS_02,Normal,0,98.41,0,False
LOT000172,MODEL_A,PRESS_02,Normal,0,98.81,0,False
LOT000173,MODEL_C,PRESS_03,Normal,0,98.92,0,False
LOT000174,MODEL_C,PRESS_02,Normal,0,100.0,0,False
LOT000175,MODEL_C,PRESS_01,Delamination,1,0.0,1,True
LOT000176,MODEL_B,PRESS_01,Normal,0,98.79,0,False
LOT000177,MODEL_C,PRESS_01,Normal,0,99.01,0,False
LOT000178,MODEL_A,PRESS_02,Normal,0,98.71,0,False
LOT000179,MODEL_C,PRESS_01,Normal,0,99.21,0,False
LOT000180,MODEL_B,PRESS_02,Normal,0,99.17,0,False
LOT000181,MODEL_C,PRESS_03,Normal,0,98.75,0,False
LOT000182,MODEL_A,PRESS_03,Normal,0,98.43,0,False
LOT000183,MODEL_B,PRESS_02,Normal,0,97.06,0,False
LOT000184,MODEL_C,PRESS_03,Delamination,1,0.0,1,True
LOT000185,MODEL_B,PRESS_03,Normal,0,96.89,0,False
LOT000186,MODEL_B,PRESS_02,Normal,0,98.97,0,False
LOT000187,MODEL_A,PRESS_03,Normal,0,98.78,0,False
LOT000188,MODEL_B,PRESS_01,Normal,0,97.61,0,False
LOT000189,MODEL_A,PRESS_03,Delamination,1,0.0,1,True
LOT000190,MODEL_A,PRESS_01,Normal,0,99.17,0,False
LOT000191,MODEL_C,PRESS_03,Normal,0,98.76,0,False
LOT000192,MODEL_B,PRESS_03,Normal,0,97.63,0,False
LOT000193,MODEL_B,PRESS_02,Normal,0,99.62,0,False
LOT000194,MODEL_B,PRESS_01,Normal,0,99.67,0,False
LOT000195,MODEL_C,PRESS_02,Normal,0,98.66,0,False
LOT000196,MODEL_A,PRESS_02,Normal,0,99.84,0,False
LOT000197,MODEL_B,PRESS_03,Normal,0,98.7,0,False
LOT000198,MODEL_A,PRESS_03,Normal,0,98.82,0,False
LOT000199,MODEL_B,PRESS_02,Normal,0,98.5,0,False
LOT000200,MODEL_C,PRESS_03,Normal,0,99.07,0,False
LOT000201,MODEL_B,PRESS_02,Normal,0,98.93,0,False
LOT000202,MODEL_C,PRESS_02,Delamination,1,0.0,1,True
LOT000203,MODEL_B,PRESS_03,Normal,0,97.73,0,False
LOT000204,MODEL_C,PRESS_03,Normal,0,98.39,0,False
LOT000205,MODEL_B,PRESS_02,Normal,0,99.04,0,False
LOT000206,MODEL_A,PRESS_02,Normal,0,98.4,0,False
LOT000207,MODEL_C,PRESS_03,Normal,0,97.87,0,False
LOT000208,MODEL_C,PRESS_03,Normal,0,98.47,0,False
LOT000209,MODEL_A,PRESS_02,Normal,0,97.69,0,False
LOT000210,MODEL_C,PRESS_01,Normal,0,98.13,0,False
LOT000211,MODEL_A,PRESS_01,Normal,0,97.24,0,False
LOT000212,MODEL_C,PRESS_01,Normal,0,98.6,0,False
LOT000213,MODEL_C,PRESS_02,Normal,0,99.06,0,False
LOT000214,MODEL_B,PRESS_02,Delamination,1,0.0,1,True
LOT000215,MODEL_C,PRESS_03,Normal,0,98.79,0,False
LOT000216,MODEL_A,PRESS_01,Normal,0,98.62,0,False
LOT000217,MODEL_A,PRESS_03,Normal,0,98.84,0,False
LOT000218,MODEL_A,PRESS_02,Normal,0,98.93,0,False
LOT000219,MODEL_B,PRESS_01,Normal,0,98.94,0,False
LOT000220,MODEL_C,PRESS_02,Normal,0,99.31,0,False
LOT000221,MODEL_A,PRESS_01,Normal,0,97.38,0,False
LOT000222,MODEL_B,PRESS_03,Normal,0,99.05,0,False
LOT000223,MODEL_C,PRESS_03,Normal,0,98.35,0,False
LOT000224,MODEL_A,PRESS_03,Normal,0,98.17,0,False
LOT000225,MODEL_C,PRESS_02,Delamination,1,0.0,1,True
LOT000226,MODEL_A,PRESS_02,Normal,0,97.39,0,False
LOT000227,MODEL_C,PRESS_01,Normal,0,98.15,0,False
LOT000228,MODEL_B,PRESS_03,Normal,0,97.92,0,False
LOT000229,MODEL_B,PRESS_01,Normal,0,99.2,0,False
LOT000230,MODEL_A,PRESS_01,Normal,0,99.02,0,False
LOT000231,MODEL_B,PRESS_01,Normal,0,99.55,0,False
LOT000232,MODEL_C,PRESS_02,Delamination,1,0.0,1,True
LOT000233,MODEL_A,PRESS_01,Normal,0,98.96,0,False
LOT000234,MODEL_C,PRESS_01,Normal,0,97.4,0,False
LOT000235,MODEL_B,PRESS_02,Normal,0,100.0,0,False
LOT000236,MODEL_C,PRESS_03,Delamination,1,0.0,1,True
LOT000237,MODEL_B,PRESS_02,Normal,0,97.92,0,False
LOT000238,MODEL_B,PRESS_03,Normal,0,99.62,0,False
LOT000239,MODEL_A,PRESS_03,Normal,0,97.69,0,False
LOT000240,MODEL_B,PRESS_03,Normal,0,98.03,0,False
LOT000241,MODEL_A,PRESS_02,Normal,0,98.51,0,False
LOT000242,MODEL_B,PRESS_03,Delamination,1,0.0,1,True
LOT000243,MODEL_A,PRESS_03,Normal,0,98.92,0,False
LOT000244,MODEL_B,PRESS_03,Delamination,1,0.0,1,True
LOT000245,MODEL_B,PRESS_02,Normal,0,97.51,0,False
LOT000246,MODEL_A,PRESS_01,Normal,0,98.58,0,False
LOT000247,MODEL_C,PRESS_02,Normal,0,97.81,0,False
LOT000248,MODEL_B,PRESS_03,Normal,0,98.69,0,False
LOT000249,MODEL_C,PRESS_03,Normal,0,98.71,0,False
LOT000250,MODEL_A,PRESS_02,Normal,0,98.05,0,False
LOT000251,MODEL_A,PRESS_01,Normal,0,98.39,0,False
LOT000252,MODEL_B,PRESS_02,Normal,0,98.57,0,False
LOT000253,MODEL_A,PRESS_03,Normal,0,98.02,0,False
LOT000254,MODEL_A,PRESS_02,Normal,0,97.33,0,False
LOT000255,MODEL_B,PRESS_02,Delamination,1,0.0,1,True
LOT000256,MODEL_A,PRESS_02,Normal,0,99.04,0,False
LOT000257,MODEL_C,PRESS_01,Normal,0,99.01,0,False
LOT000258,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT000259,MODEL_A,PRESS_03,Normal,0,98.34,0,False
LOT000260,MODEL_B,PRESS_01,Normal,0,97.36,0,False
LOT000261,MODEL_C,PRESS_03,Normal,0,99.96,0,False
LOT000262,MODEL_A,PRESS_01,Normal,0,97.57,0,False
LOT000263,MODEL_A,PRESS_02,Normal,0,99.38,0,False
LOT000264,MODEL_C,PRESS_02,Normal,0,97.96,0,False
LOT000265,MODEL_C,PRESS_03,Normal,0,98.71,0,False
LOT000266,MODEL_B,PRESS_03,Normal,0,98.32,0,False
LOT000267,MODEL_B,PRESS_02,Normal,0,98.23,0,False
LOT000268,MODEL_B,PRESS_02,Delamination,1,0.0,1,True
LOT000269,MODEL_B,PRESS_03,Delamination,1,0.0,1,True
LOT000270,MODEL_B,PRESS_02,Normal,0,97.37,0,False
LOT000271,MODEL_A,PRESS_01,Normal,0,98.38,0,False
LOT000272,MODEL_A,PRESS_02,Normal,0,99.28,0,False
LOT000273,MODEL_A,PRESS_01,Normal,0,98.51,0,False
LOT000274,MODEL_C,PRESS_02,Normal,0,97.84,0,False
LOT000275,MODEL_B,PRESS_02,Normal,0,100.0,0,False
LOT000276,MODEL_B,PRESS_01,Normal,0,98.51,0,False
LOT000277,MODEL_B,PRESS_01,Delamination,1,0.0,1,True
LOT000278,MODEL_C,PRESS_03,Normal,0,100.0,0,False
LOT000279,MODEL_A,PRESS_02,Normal,0,97.29,0,False
LOT000280,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT000281,MODEL_A,PRESS_03,Normal,0,99.22,0,False
LOT000282,MODEL_B,PRESS_03,Normal,0,97.84,0,False
LOT000283,MODEL_C,PRESS_03,Delamination,1,0.0,1,True
LOT000284,MODEL_B,PRESS_03,Normal,0,99.1,0,False
LOT000285,MODEL_B,PRESS_03,Normal,0,99.95,0,False
LOT000286,MODEL_C,PRESS_02,Normal,0,99.24,0,False
LOT000287,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT000288,MODEL_B,PRESS_03,Normal,0,97.98,0,False
LOT000289,MODEL_B,PRESS_01,Normal,0,97.76,0,False
LOT000290,MODEL_B,PRESS_01,Normal,0,97.72,0,False
LOT000291,MODEL_C,PRESS_03,Normal,0,98.78,0,False
LOT000292,MODEL_A,PRESS_03,Normal,0,97.26,0,False
LOT000293,MODEL_C,PRESS_02,Normal,0,98.61,0,False
LOT000294,MODEL_A,PRESS_03,Normal,0,97.15,0,False
LOT000295,MODEL_B,PRESS_03,Normal,0,98.68,0,False
LOT000296,MODEL_B,PRESS_03,Normal,0,98.12,0,False
LOT000297,MODEL_C,PRESS_01,Normal,0,98.94,0,False
LOT000298,MODEL_B,PRESS_02,Normal,0,96.61,0,False
LOT000299,MODEL_A,PRESS_01,Normal,0,99.16,0,False
LOT000300,MODEL_A,PRESS_03,Normal,0,98.51,0,False
LOT000301,MODEL_B,PRESS_01,Normal,0,98.17,0,False
LOT000302,MODEL_C,PRESS_03,Normal,0,98.87,0,False
LOT000303,MODEL_A,PRESS_01,Normal,0,98.81,0,False
LOT000304,MODEL_C,PRESS_02,Normal,0,97.54,0,False
LOT000305,MODEL_B,PRESS_01,Normal,0,98.61,0,False
LOT000306,MODEL_A,PRESS_03,Normal,0,99.01,0,False
LOT000307,MODEL_A,PRESS_02,Normal,0,97.38,0,False
LOT000308,MODEL_B,PRESS_03,Normal,0,98.64,0,False
LOT000309,MODEL_A,PRESS_01,Normal,0,99.34,0,False
LOT000310,MODEL_A,PRESS_02,Normal,0,98.62,0,False
LOT000311,MODEL_B,PRESS_03,Normal,0,98.17,0,False
LOT000312,MODEL_C,PRESS_03,Delamination,1,0.0,1,True
LOT000313,MODEL_A,PRESS_01,Normal,0,97.73,0,False
LOT000314,MODEL_A,PRESS_02,Normal,0,98.22,0,False
LOT000315,MODEL_A,PRESS_02,Normal,0,99.04,0,False
LOT000316,MODEL_B,PRESS_02,Delamination,1,0.0,1,True
LOT000317,MODEL_C,PRESS_02,Normal,0,98.22,0,False
LOT000318,MODEL_C,PRESS_01,Normal,0,97.92,0,False
LOT000319,MODEL_C,PRESS_03,Delamination,1,0.0,1,True
LOT000320,MODEL_C,PRESS_01,Normal,0,99.31,0,False
LOT000321,MODEL_A,PRESS_01,Normal,0,97.43,0,False
LOT000322,MODEL_A,PRESS_03,Delamination,1,0.0,1,True
LOT000323,MODEL_B,PRESS_03,Normal,0,98.12,0,False
LOT000324,MODEL_C,PRESS_02,Normal,0,98.95,0,False
LOT000325,MODEL_C,PRESS_03,Delamination,1,0.0,1,True
LOT000326,MODEL_A,PRESS_02,Delamination,1,0.0,1,True
LOT000327,MODEL_A,PRESS_02,Normal,0,99.58,0,False
LOT000328,MODEL_A,PRESS_01,Normal,0,98.62,0,False
LOT000329,MODEL_A,PRESS_01,Normal,0,98.58,0,False
LOT000330,MODEL_B,PRESS_02,Normal,0,97.49,0,False
LOT000331,MODEL_B,PRESS_02,Normal,0,98.24,0,False
LOT000332,MODEL_B,PRESS_03,Normal,0,97.95,0,False
LOT000333,MODEL_A,PRESS_02,Delamination,1,0.0,1,True
LOT000334,MODEL_C,PRESS_03,Normal,0,97.15,0,False
LOT000335,MODEL_B,PRESS_02,Normal,0,98.55,0,False
LOT000336,MODEL_C,PRESS_01,Normal,0,99.05,0,False
LOT000337,MODEL_C,PRESS_03,Normal,0,98.08,0,False
LOT000338,MODEL_A,PRESS_02,Normal,0,98.65,0,False
LOT000339,MODEL_A,PRESS_02,Normal,0,97.74,0,False
LOT000340,MODEL_C,PRESS_02,Normal,0,99.64,0,False
LOT000341,MODEL_B,PRESS_01,Normal,0,97.75,0,False
LOT000342,MODEL_A,PRESS_02,Normal,0,98.33,0,False
LOT000343,MODEL_B,PRESS_02,Normal,0,97.9,0,False
LOT000344,MODEL_B,PRESS_02,Normal,0,97.81,0,False
LOT000345,MODEL_C,PRESS_01,Normal,0,99.58,0,False
LOT000346,MODEL_A,PRESS_02,Normal,0,99.5,0,False
LOT000347,MODEL_C,PRESS_02,Normal,0,98.12,0,False
LOT000348,MODEL_C,PRESS_02,Normal,0,100.0,0,False
LOT000349,MODEL_A,PRESS_01,Normal,0,99.25,0,False
LOT000350,MODEL_A,PRESS_02,Normal,0,99.19,0,False
LOT000351,MODEL_B,PRESS_01,Normal,0,98.49,0,False
LOT000352,MODEL_A,PRESS_02,Normal,0,99.32,0,False
LOT000353,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT000354,MODEL_B,PRESS_02,Normal,0,97.8,0,False
LOT000355,MODEL_C,PRESS_03,Normal,0,98.47,0,False
LOT000356,MODEL_C,PRESS_03,Normal,0,98.18,0,False
LOT000357,MODEL_A,PRESS_03,Normal,0,97.62,0,False
LOT000358,MODEL_C,PRESS_03,Normal,0,99.2,0,False
LOT000359,MODEL_A,PRESS_01,Normal,0,98.61,0,False
LOT000360,MODEL_C,PRESS_02,Normal,0,98.44,0,False
LOT000361,MODEL_C,PRESS_02,Normal,0,99.72,0,False
LOT000362,MODEL_C,PRESS_03,Normal,0,98.61,0,False
LOT000363,MODEL_A,PRESS_02,Normal,0,99.36,0,False
LOT000364,MODEL_C,PRESS_03,Normal,0,97.76,0,False
LOT000365,MODEL_A,PRESS_01,Normal,0,97.95,0,False
LOT000366,MODEL_B,PRESS_01,Normal,0,98.5,0,False
LOT000367,MODEL_B,PRESS_01,Normal,0,98.57,0,False
LOT000368,MODEL_A,PRESS_02,Normal,0,98.71,0,False
LOT000369,MODEL_A,PRESS_02,Normal,0,99.2,0,False
LOT000370,MODEL_C,PRESS_01,Normal,0,100.0,0,False
LOT000371,MODEL_B,PRESS_03,Normal,0,97.37,0,False
LOT000372,MODEL_B,PRESS_03,Normal,0,98.07,0,False
LOT000373,MODEL_B,PRESS_02,Normal,0,98.78,0,False
LOT000374,MODEL_B,PRESS_01,Normal,0,99.87,0,False
LOT000375,MODEL_C,PRESS_03,Normal,0,98.34,0,False
LOT000376,MODEL_A,PRESS_03,Normal,0,98.48,0,False
LOT000377,MODEL_C,PRESS_01,Normal,0,98.21,0,False
LOT000378,MODEL_C,PRESS_01,Normal,0,98.87,0,False
LOT000379,MODEL_B,PRESS_02,Normal,0,98.48,0,False
LOT000380,MODEL_A,PRESS_02,Normal,0,99.07,0,False
LOT000381,MODEL_A,PRESS_01,Delamination,1,0.0,1,True
LOT000382,MODEL_C,PRESS_03,Normal,0,98.23,0,False
LOT000383,MODEL_C,PRESS_02,Normal,0,99.17,0,False
LOT000384,MODEL_A,PRESS_02,Normal,0,97.97,0,False
LOT000385,MODEL_A,PRESS_01,Normal,0,98.65,0,False
LOT000386,MODEL_A,PRESS_03,Normal,0,98.03,0,False
LOT000387,MODEL_A,PRESS_01,Normal,0,97.34,0,False
LOT000388,MODEL_C,PRESS_03,Normal,0,99.14,0,False
LOT000389,MODEL_C,PRESS_02,Normal,0,97.78,0,False
LOT000390,MODEL_A,PRESS_03,Normal,0,97.98,0,False
LOT000391,MODEL_C,PRESS_01,Normal,0,98.25,0,False
LOT000392,MODEL_A,PRESS_01,Normal,0,99.83,0,False
LOT000393,MODEL_B,PRESS_03,Normal,0,99.64,0,False
LOT000394,MODEL_B,PRESS_03,Normal,0,97.32,0,False
LOT000395,MODEL_C,PRESS_02,Normal,0,97.63,0,False
LOT000396,MODEL_C,PRESS_01,Normal,0,99.81,0,False
LOT000397,MODEL_A,PRESS_03,Delamination,1,0.0,1,True
LOT000398,MODEL_A,PRESS_02,Normal,0,98.83,0,False
LOT000399,MODEL_A,PRESS_03,Normal,0,98.6,0,False
LOT000400,MODEL_A,PRESS_03,Normal,0,98.46,0,False
LOT000401,MODEL_C,PRESS_03,Normal,0,98.35,0,False
LOT000402,MODEL_C,PRESS_03,Normal,0,97.63,0,False
LOT000403,MODEL_A,PRESS_03,Delamination,2,0.0,1,True
LOT000404,MODEL_C,PRESS_02,Normal,0,97.84,0,False
LOT000405,MODEL_B,PRESS_01,Normal,0,98.96,0,False
LOT000406,MODEL_B,PRESS_02,Normal,0,98.52,0,False
LOT000407,MODEL_B,PRESS_03,Normal,0,99.27,0,False
